SITE|STONE|INSCRIPTIO|READING|EXPAND_ID|EXPANSION|TRANSLATIO
CALDY|1|2|3|1|& SINGNO CRUCIS IN ILLAM FINGSI ROGO OMNIBUS AMMULANTIBUS IBI EXORENT PRO ANIMA CATUCONI|n/a
CALDY|1|2|4|1|ET SINGNO CRUCIS IN ILLAM FINGSI ROGO OMNIBUS AMMULANTIBUS IBI EXORENT PRO ANIMA CATUOCONI|And I made it with the sign of the cross on it : I ask all who walk here that they pray for the soul of Cadwgan (PN)
CAMP|1|1|1|1|CONUNETT MOQI CONURI|n/a
CAMP|1|1|2|1|CONUNETT MAQI CON[E]RI|n/a
CAMP|1|2|1|1|FECT CUNURI|The grave of Curoi (PN).
CAMP|2|1|1|1|--]CCILARI AV[I][--]COI VAG[--|n/a
CAMP|2|2|1|1|--]ANI|n/a
CARDM|1|1|1|1|ARAHI +|n/a
CARDM|1|1|2|1|[.]R{A}HI +|[.]rahi (PN) +
CARDM|1|1|3|1|ARTHI +|n/a
CARDM|2|1|1|1|--][N.]ORI|--]n.ori (PN)
CARDM|2|1|2|1|RANOCORI FILI MESGI|n/a
CARDM|2|1|3|1|RANOCORI FILI MES[G^C}I|n/a
CAREW|1|1|1|1|MARGITEUT ETT RECEN|n/a
CAREW|1|1|2|1|MARGITEUT REX ETG[UIN] FILIUS|"(The cross of) Margiteut (PN) (i.e. Maredudd) son of Etguin (PN) (i.e. Edwin)
Nash-Williams has omitted the word REX from his translation."
CAREW|1|1|3|1|MAYGIT ENTRE CETTE|n/a
CAREW|1|1|4|1|MAYGIT EUTRE CETTE|n/a
CAREW|1|1|5|1|MARGITEUT REX ETG[UIN] FILIUS|n/a
CARHA|1|1|1|1|DOMNGEN|n/a
CARHA|2|1|1|1|CONANN M[AQI] S[--|n/a
CARHA|3|1|1|1|SCAMAGNI|n/a
CARIN|1|1|1|1|ANM CALUMANN MAQ[--|n/a
CARIN|1|1|2|1|ANM CALUMANN MAC[--|n/a
CATEM|1|1|1|1|--]SOR[S--A]N[--|n/a
CBBRN|1|1|1|1|OR DO MAELM[OCH]EIRG[E]|n/a
CBBRN|2|1|1|1|[--]|n/a
CBBRN|3|1|1|1|"[--]
"|n/a
CBBRN|4|1|1|1|OD[--|n/a
CBRNW|1|1|1|1|--]INA SANCTISSIMA MULIER HIC IACIT QU(A)E FUIT AMA(N)TISSI(MA) CONIU(N)X BIVATIGI(RNI) FAMULUS D(E)I SACERDOS ET VASSO PAULINI ANDOCOG NATIONE ET OMNIUM CIVIUM ADQUAE PARENTUM EXEMPLUM ET MORIBUS DISCIPLINA AC SAPIENTIAE|--)iva (PN), a most holy woman, lies here, who was the very loving wife of Bivatig(irnus) (PN), servant of God, bishop (?priest), and disciple of Paulinus (PN), by race a (-)docian, and an example to all his fellow citizens and relatives both in characte
CLMAC|23|1|1|1|OROIT DO DUBLITIR|Pray for Dublitir.
CLMAC|24|1|1|1|MAELIOHAIN EPISCOPUS|n/a
CLMAC|24|1|1|2|MAELIOHAIN EPSCOP|n/a
CLMAC|25|1|1|1|OROIT DO FINNACHTU|"n/a
"
CLMAC|26|1|1|1|TETG[AL][--|n/a
CBRNW|1|1|1|2|[-]IVA SANCTISSIMA MULIER HIC IACIT QU(A)E FUIT AMA(N)TISSI(MA) CONIU(N)X BIVATISI(RNI) FAMULUS D(E)I SACERDOS ET VASSO PAULINI AUDOCOS NATIONE ET OMNIUM CIVIUM ADQUAE PARENTUM EXEMPLUM ET MORIBUS DISCIPLINA AC SAPIENTIAE AVRO ET LAPIDIBUS.|-)iva(PN), a most holy woman, lies here, who was the very loving wife of Bivatig(irnus(PN), servant of God, bishop (?priest), and disciple of Paulinus, by race a (-)docian, and an example to all his fellow citizens and relatives both in character (and) i
CBRNW|1|1|2|1|"A/VRO e[T] | LAPIDIBV | S"|of life, (as also) of wisdom (which is better) than gold and gems (or gold from stones).
CBRNW|1|1|3|1|[MELIOR FUIT] AVRO ET LAPIDIBUS [--]IVA SANCTISSIMA MULIER HIC IACIT QU[A]E FUIT AMATISSI[MA] CONIU[N]X BIVOTIS FAMULUS D[E]I SACERDOS ET VASSO PAULINI ANDOCO GNATIONE ET OMNIUM CIVIUM ADQUAE PARENTUM EXEMPL[A]R ET MORIBUS DISCIPLINA AC SAPIENTIAE.|n/a
CBURG|1|1|1|1|--]I[D!]R[U!][--|n/a
CBURG|2|2|1|1|--]EHTECONMOR[S]|n/a
CBURG|3|1|1|1|ETTECO[--]AFFR[--]AF DATTUR[--|n/a
CBURG|3|1|1|2|ETTECO[--]AW[W]R[--]AW DATTW[W][- -|n/a
CBURG|4|1|1|1|n/a|n/a
CDWYR|1|1|1|1|MEMORIA VOTEPORIGIS PROTICTORIS|The monument of Voteporix the Protector (PN).
CDWYR|1|1|1|2|MEMORIA VOTEPORIGIS PROTICTORIS|The memorial of Voteporix Protector(PN).
CDWYR|1|2|1|1|VOTECORIGAS|(the stone) of Votecorix(PN).
CFERT|1|1|1|1|OROIT DARA|n/a
CFERT|1|1|2|1|OROIT DO BACLAT|n/a
CFERT|1|1|3|1|OROIT DO[--|A prayer for [--
CFERT|2|1|1|1|BECGAN|n/a
CFERT|2|1|2|1|BECGAN|n/a
CHEIL|1|1|1|1|[HIC] IACIT [--]SORIS|n/a
CHEIL|1|1|2|1|(HIC) IACIT (-)SORIS|Here lies [So-and-so](PN) son (?) of...(-)sor (PN)
CHEIL|1|1|2|2|(HIC) IACIT (-) (UX)SORIS|(The stone of So-and-so).  Here she lies, wife (of So-and-so)
CHEIL|1|1|3|1|HIC IACIT (-)SORIS|n/a
CHFLD|1|1|1|1|[--]|n/a
CHLAR|1|1|1|1|TASEGAGNI [MAQ]I MUCOI MACORBO|n/a
CHLAR|1|1|2|1|--]MUC[--]MAC[--|n/a
CHUIS|1|1|1|1|BECCDINN MACI RITTECC|n/a
CHUIS|1|1|2|1|BECCDINN MACI RI[T]VV[..]SS|n/a
CHUIS|1|1|3|1|BECCDINN MACI RI[T(T)A]VVECASS|n/a
CILGN|1|1|1|1|TRENAGUSU MAQI MAQI-TRENI|n/a
CILGN|1|1|2|1|TRENAGUSU MAQI MAQITRENI|(The stone) of Trenagus(t)us (PN), son of Maquitrenus (PN).
CILGN|1|1|3|1|TRENAGUSU MAQI MAQITRENI|n/a
CILGN|1|2|1|1|TRENEGUSSI FILI MACUTRENI HIC IACIT|n/a
CILGN|1|2|2|1|TRENEGUSSI FILI MACUTRENI HIC IACIT|(The stone) of Trenegussus (PN), son of Macutrenus (PN).
CILGN|1|2|3|1|TRENEGUSSI FILI MACUTRENI HIC IACIT|n/a
CILGN|1|2|4|1|TRENEGUSSI FILI MACUTRENI HIC IACIT|n/a
CLARD|1|1|1|1|[OROIT DO] MEMD INGIN MEICC SRAPPAN|n/a
CLARD|1|1|2|1|[OROIT DO] MEIND INGIN MEICC SRAPPAN|(Pray for) Mend(PN), daughter of the son of Srappan(PN).
CLASH|1|1|1|1|[--]|n/a
CLBON|1|1|1|1|DOMANGORT|n/a
CLCAH|1|1|1|1|D[...]A[.C.] AVI DALAGNI [MAQI C--|n/a
CLCAH|1|2|1|1|EQQEGGNI MAQI MAQI-CARATTINN|n/a
CLGHI|1|1|1|1|[A]NLAD|n/a
CLHEE|1|1|1|1|[--]|n/a
CLMAC|1|1|1|1|--]IM[--|n/a
CLMAC|2|1|1|1|--]TA[--|n/a
CLMAC|3|1|1|1|--]DO[--|n/a
CLMAC|4|1|1|1|--]SC|n/a
CLMAC|5|1|1|1|FERCHOMUS|n/a
CLMAC|6|1|1|1|[OR] DO MAEL[FIT]RIGG|A prayer for Mael-Fithrigg (PN).
CLMAC|6|1|2|1|[O]R DO MAEL[CI]RIGG|n/a
CLMAC|7|1|1|1|O~[R~ DO] G[--|n/a
CLMAC|8|1|1|1|D{I}CHOEN|n/a
CLMAC|8|1|2|1|DICHOE[M]|n/a
CLMAC|9|1|1|1|--]UID[--|n/a
CLMAC|10|1|1|1|MAELMICHEIL|n/a
CLMAC|11|1|1|1|[O]R DO CHOIN|A prayer for Conn (PN).
CLMAC|12|1|1|1|DAIGRE[I]|n/a
CLMAC|12|1|2|1|DAIGREI|Of Daigre.
CLMAC|13|1|1|1|OROIT AR THURCAIN LASAN DERNAD IN [C]HROSSA|A prayer for Turcan (PN) by whom [or under whose auspices] this cross was made.
CLMAC|14|1|1|1|--]MUIR[CERTACH FILIUS] MURTH[--]ISTIUS E[CCLESIAE--]PONTI[FICE][--]NE SOPH[--]TESITUS[--|n/a
CLMAC|15|1|1|1|+ OROIT [DO] GR[--|n/a
CLMAC|16|1|1|1|OR[--|n/a
CLMAC|17|1|1|1|+ OROIT DO MAEL BRENDAIN|n/a
CLMAC|18|1|1|1|+ OROIT DO DUBDACH  M[AC][--|n/a
CLMAC|19|1|1|1|SNEDREAGOL|n/a
CLMAC|20|1|1|1|OROIT DO CHONDDEN|n/a
CLMAC|20|1|2|1|+ OROIT DO CHONODEN|Pray for Conoden (PN).
CLMAC|20|1|3|1|OROIT DO CHONODEN|Pray for Conoden (PN).
CLMAC|21|1|1|1|OROIT DO CUMSI|Pray for Cumsi (PN).
CLMAC|21|1|2|1|OROIT DO CUMUSI|n/a
CLMAC|22|1|1|1|OROIT DO CORMAC  AMEN|n/a
CLMAC|22|1|2|1|OROIT DO BRAN U CAILLEN|Pray for Bran O'Caillen (PN).
CLMAC|26|1|2|1|TETS[--|n/a
CLMAC|26|1|3|1|TET[GHAL]|n/a
CLMAC|27|1|1|1|COLLAN|n/a
CLMAC|28|1|1|1|MOEN[--|n/a
CLMAC|29|1|1|1|CONASSACH|n/a
CLMAC|30|1|1|1|FINA[N]|n/a
CLMAC|31|1|1|1|AILGAL|n/a
CLMAC|32|1|1|1|+ RECTNIA|n/a
CLMAC|33|1|1|1|ARLIA|n/a
CLMAC|33|1|2|1|[OROIT] AR LIA|n/a
CLMAC|34|1|1|1|SN[--|n/a
CLMAC|35|1|1|1|CRUITHNECHAN|n/a
CLMAC|36|1|1|1|+ PRESCILL|n/a
CLMAC|36|1|2|1|+ PRESCELL|"n/a
"
CLMAC|37|1|1|1|FERDOMNACH DO MOER IND[--]|Ferdomnach for (the) steward of the...
CLMAC|37|1|2|1|ADMOER INGEN DUNA[--|Admoer (PN), daughter of Duna (PN)...
CLMAC|37|1|3|1|[OROIT] ER DUNALAD MOER IN G[--|Pray for Donnalad (PN) steward of the G...
CLMAC|38|1|1|1|COM[--|n/a
CLMAC|39|1|1|1|OROIT AR MAELBRITE|Pray for Maelbrite[PN].
CLMAC|39|1|2|1|[OROI]T AR [MA]ELBRI[TE]|n/a
CLMAC|40|1|1|1|MUIRGALAE|n/a
CLMAC|41|1|1|1|[DUBDA]LETH  ECC[LESI]E [FUNDATOR]|n/a
CLMAC|41|1|2|1|--]LETHE(pn) ECC[ES][--|n/a
CLMAC|42|1|1|1|--]SOM[--|n/a
CLMAC|42|1|2|1|[AC] SOIB[ER][--|n/a
CLMAC|43|1|1|1|GAESCEL|n/a
CLMAC|44|1|1|1|EPSCOP DATHAL|n/a
CLMAC|44|1|2|1|EPSCOP CATHAL|Bishop Cathal.
CLMAC|45|1|1|1|BLAIMAC|n/a
CLMAC|46|1|1|1|SNEDGUS|n/a
CLMAC|47|1|1|1|ARTTRI|n/a
CLMAC|47|1|2|1|ARTRI|n/a
CLMAC|48|1|1|1|--][M]ACC|n/a
CLMAC|49|1|1|1|--]CTCORE|n/a
CLMAC|50|1|1|1|MA[--|n/a
CLMAC|51|1|1|1|TUATHGAL|n/a
CLMAC|51|1|2|1|TUCANGAL|n/a
CLMAC|52|1|1|1|BADBFEN|n/a
CLMAC|53|1|1|1|+PU|n/a
CLMAC|53|1|2|1|+FIU[--|n/a
CLMAC|54|1|1|1|RUADRI|n/a
CLMAC|55|1|1|1|OROIT DO MUIRETHACH|n/a
CLMAC|56|1|1|1|LATICEN|n/a
CLMAC|56|1|2|1|L[ATICEN]|n/a
CLMAC|57|1|1|1|MARCUS|n/a
CLMAC|58|1|1|1|OROIT AR FIACHRAICH|Pray for Fiachra(PN).
CLMAC|59|1|1|1|ANNOC|n/a
CLMAC|59|1|2|1|ANHOC|n/a
CLMAC|60|1|1|1|OROIT AR FINDAN|Pray for Findan(PN).
CLMAC|61|1|1|1|RONAIN|n/a
CLMAC|61|1|2|1|RONAIN|n/a
CLMAC|62|1|1|1|MUIRECHTACH|n/a
CLMAC|63|1|1|1|OROIT DO [--|n/a
CLMAC|64|1|1|1|OROIT DO BROTUR|Pray for Brotar(PN).
CLMAC|65|1|1|1|OROIT AR MAEL-QUIARA{I}N|n/a
CLMAC|65|1|2|1|OROIT AR MAEL-QUIARAIN|Pray for Maelquiarain(PN)
CLMAC|66|1|1|1|OROIT AR FERDAMNACH|n/a
CLMAC|66|1|2|1|OROIT AR FERDAMNACH|Pray for Ferdamnach(PN)
CLMAC|67|1|1|1|OROIT DO ANGUS|n/a
CLMAC|67|1|2|1|OROIT DO ANGUS|Pray for Angus(PN)
CLMAC|68|1|1|1|HUA RIADEN|n/a
CLMAC|68|1|2|1|TANAIDEN|n/a
CLMAC|69|1|1|1|OROIT DO FERGAL|Pray for Fergal(PN)
CLMAC|69|1|2|1|OROIT DO SIURGAL|n/a
CLMAC|69|1|3|1|OROIT DO DONNGAL|n/a
CLMAC|70|1|1|1|OROIT DU ETICH|Pray for Etech(PN)
CLMAC|70|1|2|1|OR DU ETICH|n/a
CLMAC|71|1|1|1|[FER]DOMNA[CH]|n/a
CLMAC|71|1|2|1|[N..]DOMNA|n/a
CLMAC|71|1|3|1|[..]DOMNA|n/a
CLMAC|72|1|1|1|OR DO AIN[G]EL|n/a
CLMAC|72|1|2|1|OR DO AISSCEL|n/a
CLMAC|73|1|1|1|CU[O][--|n/a
CLMAC|73|1|1|2|CU[C][--|n/a
CLMAC|74|1|1|1|OROIT DO MAELPATRIC|Pray for Maelpatric(PN).
CLMAC|74|1|2|1|OROIT DO MAEL[PA]TRIC|n/a
CLMAC|75|1|1|1|OROIT DO THUATHAL|Pray for Tuathal(PN)
CLMAC|75|1|2|1|OROIT DO THUATHAL|n/a
CLMAC|76|1|1|1|OR DO MAICHTECH|n/a
CLMAC|76|1|2|1|OR D[O] MAICHTE[CH]|n/a
CLMAC|76|1|3|1|OR DO MAICHTE[CH]|n/a
CLMAC|77|1|1|1|AOD[--|n/a
CLMAC|78|1|1|1|OROIT DO UADA|Pray for Uada(PN)
CLMAC|78|1|2|1|OROIT DO VADA|n/a
CLMAC|79|1|1|1|OROIT AR CHUINDLESS|Pray for Cuindless(PN)
CLMAC|79|1|2|1|OROIT AR CHUINDLESS|n/a
CLMAC|80|1|1|1|AED|n/a
CLMAC|81|1|1|1|DUBINSE|n/a
CLMAC|82|1|1|1|MAELTUILE|n/a
CLMAC|82|1|2|1|MAELTUILI|n/a
CLMAC|83|1|1|1|AR ANM[--|n/a
CLMAC|83|1|2|1|[OROI]T AR ANM[AIN][--|"n/a
"
CLMAC|84|1|1|1|OROIT AR HUIDRINE|Pray for Uidrine(PN).
CLMAC|84|1|2|1|OT AR HUIDRINE|n/a
CLMAC|85|1|1|1|[OR] DO CELLACH|n/a
CLMAC|85|1|2|1|OR DO CELLACH|n/a
CLMAC|85|1|3|1|OR[OIT] DO CELLACH|n/a
CLMAC|86|1|1|1|OROIT AR MAELA[N]|n/a
CLMAC|86|1|2|1|OROIT AR MAELA[--|n/a
CLMAC|87|1|1|1|OROIT {M} AR MAELCIARAIN|n/a
CLMAC|87|1|2|1|OROIT {M} AR [MAEL]CIARAIN|n/a
CLMAC|88|1|1|1|OROIT AR LIAT[--|Pray for Liat[-- (PN)
CLMAC|88|1|2|1|OROIT AR LIAT[--|n/a
CLMAC|89|1|1|1|OROIT DO BOISSE|Pray for Boisse(PN)
CLMAC|90|1|1|1|EUDUS MAELOINAE|n/a
CLMAC|91|1|1|1|OROIT DO HUACAN|Pray for Huacan(PN).
CLMAC|91|1|2|1|OROIT DO HUACAN|n/a
CLMAC|91|1|3|1|OROIT DO CHUACARAN|n/a
CLMAC|92|1|1|1|[FI]NNGENI|n/a
CLMAC|92|1|2|1|TIPRAIT ANNSENI|n/a
CLMAC|92|1|3|1|TIPRAIT[E MAC] ANNSENI|n/a
CLMAC|92|2|1|1|--]DO[--|n/a
CLMAC|93|1|1|1|OROIT DO FOGARTACH MAC BROENAIN|Pray for Fogartach(PN) son of Broenan(PN)
CLMAC|93|1|2|1|[OROIT] DO FOGARTACH MAC BROENAIN|n/a
CLMAC|94|1|1|1|--]D[--|n/a
CLMAC|94|1|2|1|--]P[--|n/a
CLMAC|95|1|1|1|[OROIT] DO MURETHACH|Pray for Murethach(PN)
CLMAC|96|1|1|1|MARTHINE|n/a
CLMAC|97|1|1|1|OROIT DO CHOLUMBON|Pray for Columban(PN)
CLMAC|97|1|2|1|OROIT DO CHOLUMBAN|n/a
CLMAC|98|1|1|1|[FER]DAM[NACH]|n/a
CLMAC|99|1|1|1|OROIT DO MAELPHET[IR]|n/a
CLMAC|100|1|1|1|OROIT DO MARTANAN|Pray for Martanan(PN).
CLMAC|100|1|2|1|OROIT DO MARTANAN|n/a
CLMAC|101|1|1|1|[OROIT] DO MAELPHATRAIC|Pray for Maelphatraic(PN).
CLMAC|101|1|2|1|[OROIT DO MAEL]PHAT[RAIC]|n/a
CLMAC|102|1|1|1|--][C]LA[--|n/a
CLMAC|103|1|1|1|[O]ROIT DO DU[--|n/a
CLMAC|104|1|1|1|OROIT DO MARTE[--|n/a
CLMAC|104|1|2|1|OROIT DO MAELTEMIN|n/a
CLMAC|105|1|1|1|OROIT DO FECHTNACH|Pray for Fechtnach(PN).
CLMAC|106|1|1|1|FECHTNACH|n/a
CLMAC|106|1|2|1|[OROIT DO] FECHTNACH|n/a
CLMAC|107|1|1|1|OR DO T[--|n/a
CLMAC|108|1|1|1|OROIT DO ODRAN HAU EOLAIS|Pray for Odran(PN) descendant of Eolais(PN).
CLMAC|108|1|2|1|OROIT DO ODRAN HAU EOLAIS|n/a
CLMAC|109|1|1|1|[OROIT D]O BRAN [U CHE]LLACHAIN|Pray for Bran(PN), descendant of Cellachan(PN).
CLMAC|109|1|2|1|[OROI]T AR [UA]LLACHAIN|n/a
CLMAC|109|1|3|1|[OROIT] AR [UA]LLACHAIN|n/a
CLMAC|110|1|1|1|OROIT DO GUARIU|Pray for Guare(PN).
CLMAC|111|1|1|1|OROIT DO DUBINRECHT|n/a
CLMAC|112|1|1|1|OROIT DO FLANNCHAD|Pray for Flannchad(PN).
CLMAC|113|1|1|1|OROIT DO BONUIT|n/a
CLMAC|114|1|1|1|OROIT DO CHUNN.|Pray for Conn(PN).
CLMAC|115|1|1|1|[OROIT DO MA]ECHIARAN|n/a
CLMAC|115|1|2|1|[MA]ELCHIARAN|n/a
CLMAC|116|1|1|1|OROIT DO MAELMAIRE|Pray for Maelmaire(PN).
CLMAC|117|1|1|1|[MAEL]TUI[LE]|n/a
CLMAC|117|1|2|1|[OROIT DO MAEL]TUI[LE]|n/a
CLMAC|118|1|1|1|OROIT DO TH[AD]GAN|n/a
CLMAC|119|1|1|1|MALEC[.]|n/a
CLMAC|119|1|2|1|MALEC|n/a
CLMAC|119|1|3|1|LEC MA|n/a
CLMAC|120|1|1|1|OROIT DO MAELFINNIA|Pray for Maelfinnia(PN).
CLMAC|120|1|2|1|[OROIT DO MA]ELFIN[NI]A|n/a
CLMAC|121|1|1|1|OROIT COMGAN|Pray for Comgan(PN).
CLMAC|122|1|1|1|[MA]ILSE[NCH]AILL|n/a
CLMAC|122|1|1|2|[MA]ILSE[CHN]AILL|n/a
CLMAC|123|1|1|1|GORM[--|n/a
CLMAC|124|1|1|1|OROIT DO DAINEIL|Pray for Daniel(PN).
CLMAC|125|1|1|1|ARMEDA|n/a
CLMAC|126|1|1|1|O[--]|n/a
CLMAC|127|1|1|1|[OROIT D]O EUCHAIG MAG DARMOT|Pray for Eochaid(PN) Mac Darmot(PN).
CLMAC|127|1|2|1|[OROIT D]O EOCHAIG [--] MAGDARNAC|A Prayer for Eochu...(PN) of Mugdorna.
CLMAC|128|1|1|1|--]A [--]AC|n/a
CLMAC|128|1|2|1|--]A/E [--]AC|n/a
CLMAC|129|1|1|1|OROIT DO HUAR [--|Pray for Uar...(PN).
CLMAC|129|1|2|1|--]UAR[--]P|n/a
CLMAC|130|1|1|1|ECHT[--|n/a
CLMAC|131|1|1|1|--]BAI|n/a
CLMAC|132|1|1|1|OROIT DO MAELCHIARAN|Pray for Maelciaran(PN).
CLMAC|133|1|1|1|OROIT DO UALLAIG|Pray for Uallach(PN).
CLMAC|134|1|1|1|[OR D]O BEAC|n/a
CLMAC|134|1|1|2|--]OBEAC|n/a
CLMAC|135|1|1|1|[OR DO CHOR]MACC|n/a
CLMAC|135|1|1|2|--]MACC|n/a
CLMAC|136|1|1|1|--]C[--]EM|n/a
CLMAC|136|1|2|1|--]E [--B]ERNN|n/a
CLMAC|137|1|1|1|--]LAIT|n/a
CLMAC|137|1|2|1|--]LAIG|n/a
CLMAC|138|1|1|1|+ OROIT D[O--|Pray for [--
CLMAC|138|1|2|1|OROIT D[O--|n/a
CLMAC|139|1|1|1|OROIT DO CHO[--] IN GORMAI[--|n/a
CLMAC|139|1|2|1|OROIT D[O CHO--] UI GOR[MAIN]|n/a
CLMAC|140|1|1|1|OROIT DO [MAEL]BRIGTE|Pray for ...Brigte(PN).
CLMAC|140|1|2|1|OR DO M[A]ELBRIGTE|n/a
CLMAC|141|1|1|1|OROIT DO GILLACHRIST|Pray for Gillachrist(PN).
CLMAC|141|1|2|1|[OROIT] DO GILLACHRIST|n/a
CLMAC|142|1|1|1|OROIT DO MAELMHICHIL|Pray for Maelmhichil (PN).
CLMAC|143|1|1|1|OROIT AR GILLAGIARAIN|Pray for Gillaciarain(PN).
CLMAC|144|1|1|1|OROIT DO MAELFINNIA|Pray for Maelfinnia(PN).
CLMAC|145|1|1|1|OROIT DO CHOBTHAC[H]|Pray for Cobthach(PN).
CLMAC|145|1|2|1|[OROIT DO C]HOBTHAC|n/a
CLMAC|146|1|1|1|OROIT [--|n/a
CLMAC|147|1|1|1|--]AITH|n/a
CLMAC|147|1|2|1|--]LITH|n/a
CLMAC|148|1|1|1|MARTINI|Of Martin(PN).
CLMAC|148|1|2|1|[MART]IN[I]|n/a
CLMAC|148|1|3|1|--]IN[--|n/a
CLMAC|149|1|1|1|OROIT DO CH[--] DO MUGROIN HU BORGAN|Pray for Ch[--](PN) for Mugron(PN), descendant of Borgan(PN).
CLMAC|149|1|2|1|OROIT DO CH[--]CEN MAELROIN HU LORGAN|n/a
CLMAC|150|1|1|1|--]C[--]M[--|n/a
CLMAC|150|1|2|1|[--]|n/a
CLMAC|151|1|1|1|O[ROIT DO--] GAL[--|n/a
CLMAC|151|1|2|1|A[--]GAL[--|n/a
CLMAC|152|1|1|1|+ COLMAN|Colman(PN).
CLMAC|152|2|1|1|BOCHT|The poor.
CLMAC|153|1|1|1|FORCOS|n/a
CLMAC|154|1|1|1|COLMAN|n/a
CLMAC|155|1|1|1|--]O DITHRAID|n/a
CLMAC|155|1|1|2|[OR D]O DITHRAID|n/a
CLMAC|156|1|1|1|OROIT DO COMGAN|
CLMAC|157|1|1|1|OROIT DO LOAN~|
CLMAC|157|1|2|1|OROIT DO  LOAN|
CLMAC|158|1|1|1|R~OEIN~|
CLMAC|159|1|1|1|THUTGUS|
CLMAC|160|1|1|1|O[--]AC[--|
CLMAC|161|1|1|1|OROIT D[--]B[--]D[--|
CLMAC|161|1|2|1|OROIT DO[--][DO]B[--]D[--|
CLMAC|161|1|3|1|OROIT D[OD]OB[--]D[--|
CLMAC|162|1|1|1|--]TOICHTHECH[--|
CLMAC|162|1|2|1|TOICHTHCR[--|
CLMAC|163|1|1|1|ORTHANACH|
CLMAC|165|1|1|1|C{U}MASA|
CLMAC|166|1|1|1|ORITARCLE[--|
CLMAC|167|1|1|1|OROIT ART CENNEDIG|
CLMAC|168|1|1|1|OROIT A[R][--]THIN[--|
CLMAC|168|1|1|2|OROIT AR MAEL-DOITHIN|
CLMAC|169|1|1|1|OROIT AR MAIN[--|Pray for Main...(PN)
CLMAC|170|1|1|1|OROIT DO CHARTHAC|Pray for Carthac[h]
CLMAC|170|1|1|2|OROIT DO [C]HARTHAC[H]|
CLMAC|171|1|1|1|OROIT DO FERAGAN|Pray for Feragan (PN).
CLMAC|172|1|1|1|ECTRBR[--|n/a
CLMAC|173|1|1|1|+AND[--|n/a
CLMAC|174|1|1|1|--]ANGE[--|n/a
CLMAC|175|1|1|1|--]ILL[--|n/a
CLMAC|176|1|1|1|--]ILL|n/a
CLMAC|177|1|1|1|[.....]ALAR|n/a
CLMAC|178|1|1|1|TOICTHEG|n/a
CLMAC|179|1|1|1|OROIT DO MAELBRIGTE|Pray for Maelbrigte(PN).
CLMAC|180|1|1|1|SUIBINE MC MAILAE HUMAI|Suibne (PN), son of Maelae Humai (PN).
CLMAC|181|1|1|1|--]GG{A}N|n/a
CLMAC|182|1|1|1|OROIT DO CORBRIU CHRUMM|Pray for Corbre(PN), the bent.
CLMAC|183|1|1|1|OROIT DO DUBCEN MAC THADGGAN|Pray for Dubcen(PN), son of Tadggan(PN).
CLMAC|183|2|1|1|OROIT DO CONAING MAC CONGHAIL|Pray for Conaing(PN), son of Conghal(PN).
CLMAC|184|1|1|1|--]DELLACH|n/a
CLMAC|185|1|1|1|OROIT DO CHATHUL U [..]UC|Pray for Cathal(PN) O...
CLMAC|185|1|2|1|OROIT DO CHATHUL U [..]UC|n/a
CLMAC|185|1|3|1|OROIT DO CATHUL U[--|n/a
CLMAC|185|2|1|1|OROIT DO BENE[DIC]HT|Pray for Benedicht(PN).
CLMAC|186|1|1|1|OROIT DU DORAID|Pray for Doraid(PN).
CLMAC|187|1|1|1|OROIT DU DONAELDAN|Pray for Donaeldan(PN).
CLMAC|188|1|1|1|+RECHTAR|n/a
CLMAC|189|1|1|1|DUNADA[CH]|n/a
CLMAC|189|1|2|1|DUNADA|n/a
CLMAC|190|1|1|1|[OR D]O MUIRGUS [--]DEIC[OLAE]|Pray for Muirgus Deicola (PN).
CLMAC|190|1|2|1|[OR D]O MUIRGUS [--]DEIC|n/a
CLMAC|191|1|1|1|[F]LAITH[BERTACH]|n/a
CLMAC|192|1|1|1|OROIT DO MUIREDACH|Pray for Muiredach(PN).
CLMAC|193|1|1|1|[C]OSCRACH|n/a
CLMAC|194|1|1|1|FOGARTA[CH]|n/a
CLMAC|195|1|1|1|OROIT DO MAEL[EO]AIN|Pray for Maeleoain(PN).
CLMAC|196|1|1|1|TIRUCIST|n/a
CLMAC|196|1|2|1|TINUCIST|n/a
CLMAC|196|1|3|1|TINUCIST|n/a
CLMAC|196|1|3|2|TIRUCIST|n/a
CLMAC|197|1|1|1|OR DO CH{A}INIG|Pray for Cainech (PN).
CLMAC|197|1|2|1|--]DO CHAINIG|n/a
CLMAC|198|1|1|1|LET[--|n/a
CLMAC|199|1|1|1|THOMAS|n/a
CLMAC|200|1|1|1|OROIT DO [--] CILLIN ICANER NAD IN LECS|A prayer for...illin, by whom this stone was made'.
CLMAC|200|1|2|1|OROIT DO[--] UO[--] CILLIN ICANER[N]AD IN LECSA|n/a
CLMAC|200|1|3|1|OROIT DO[--]UO[--]M[--]UINICANER[N]AD IN LECSA|A prayer for...by whom this stone was made.
CLMAC|200|1|4|1|OROIT DO [--]UO[--]M[--]LLIN ICANER[N]AD IN LECSA|n/a
CLMAC|201|1|1|1|MAEL[--|n/a
CLMAC|201|1|2|1|MACL[--|n/a
CLMAC|202|1|1|1|OROIT DO AED MAC [--] MAC TAIDG HUI CELLAICH DO RIG HUMANE|Pray for Aedh[PN]... son of Taidg O'Kelly[PN], for [the] King of Hy-Mary.
